CNPJ do gerador;Razão Social do gerador;Estado;Município;Código da Categoria;Categoria de Atividade;Código do Detalhe;Detalhe;Ano da geração;Cód. Resíduo;Tipo de Resíduo;Quantidade Gerada;Unidade;Classificação Resíduo;Situação Cadastral
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2016;150102;Embalagens de plástico;32.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2016;150101;Embalagens de papel e cartão;30.640,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2017;150102;Embalagens de plástico;37.120,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2017;150101;Embalagens de papel e cartão;29.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2018;020601;Materiais impróprios para consumo ou processamento;316.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2018;150101;Embalagens de papel e cartão;46.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2018;150102;Embalagens de plástico;41.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2018;020603;Lodos do tratamento local de efluentes;8.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2019;020601;Materiais impróprios para consumo ou processamento;97.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2019;150102;Embalagens de plástico;51.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2019;150101;Embalagens de papel e cartão;66.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2020;150102;Embalagens de plástico;48.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2020;020601;Materiais impróprios para consumo ou processamento;62.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2020;150101;Embalagens de papel e cartão;41.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2021;150101;Embalagens de papel e cartão;42.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2021;020601;Materiais impróprios para consumo ou processamento;60.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2021;150102;Embalagens de plástico;27.000,00;kilogramas;Não Perigoso;Ativa
13.237.300/0001-30;LIMIAR INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;BAHIA;SALVADOR;16;Indústria de Produtos Alimentares e Bebidas;1;Beneficiamento, moagem, torrefação e fabricação de produtos alimentares;2021;020603;Lodos do tratamento local de efluentes;8.000,00;kilogramas;Não Perigoso;Ativa
13.327.986/0001-50;B. S. SILVA;BAHIA;SALVADOR;17;Serviços de Utilidade;3;"disposição de resíduos especiais tais como: de agroquímicos e suas embalagens; usadas e de serviço de saúde e similares";2014;150102;Embalagens de plástico;120,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2012;191211;Borrachas;30,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2013;191211;Borrachas;30,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2014;191211;Borrachas;30,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2015;191211;Borrachas;30,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2016;191211;Borrachas;30,00;kilogramas;Não Perigoso;Ativa
13.330.147/0001-91;RENOVADORA DE PNEUS RETIRO LTDA;BAHIA;SALVADOR;9;Indústria de Borracha;7;Recondicionamento de pneumáticos;2017;191211;Borrachas;5,00;kilogramas;Não Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2018;070513;Resíduos sólidos contendo substâncias perigosas;1.600,20;kilogramas;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2018;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;8.350,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2019;070513;Resíduos sólidos contendo substâncias perigosas;2.587,00;kilogramas;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2019;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;6.700,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;070513;Resíduos sólidos contendo substâncias perigosas;2.214,00;kilogramas;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;5.850,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2021;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;4.500,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2021;070513;Resíduos sólidos contendo substâncias perigosas;2.026,50;kilogramas;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2022;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;3.550,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2022;070513;Resíduos sólidos contendo substâncias perigosas;1.541,00;kilogramas;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2023;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;2.400,00;Litro;Perigoso;Ativa
13.399.638/0001-99;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2023;070513;Resíduos sólidos contendo substâncias perigosas;1.717,60;kilogramas;Perigoso;Ativa
13.399.638/0002-70;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2022;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;600,00;Litro;Perigoso;Ativa
13.399.638/0002-70;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2022;070513;Resíduos sólidos contendo substâncias perigosas;262,00;kilogramas;Perigoso;Ativa
13.399.638/0002-70;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2023;070513;Resíduos sólidos contendo substâncias perigosas;1.000,00;kilogramas;Perigoso;Ativa
13.399.638/0002-70;GAULESA VEICULOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;80;Depósito de produtos químicos e produtos perigosos - Lei nº 12.305/2010;2023;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;2.700,00;Litro;Perigoso;Ativa
13.400.741/0001-01;POSTO ALBATROZ LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;130507;Água com óleo proveniente dos separadores óleo/água;3.869,00;Litro;Perigoso;Ativa
13.400.741/0001-01;POSTO ALBATROZ LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;130899;Outros resíduos não anteriormente especificados;122,00;kilogramas;Perigoso;Ativa
13.400.741/0001-01;POSTO ALBATROZ LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;130507;Água com óleo proveniente dos separadores óleo/água;900,00;Litro;Perigoso;Ativa
13.400.741/0001-01;POSTO ALBATROZ LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;130899;Outros resíduos não anteriormente especificados;79,60;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2014;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;80,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2014;130701;Fuelóleo e óleo diesel;1.660,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2015;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;65,60;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2016;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;80,40;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2016;130507;Água com óleo proveniente dos separadores óleo/água;2.500,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;130701;Fuelóleo e óleo diesel;6.000,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;524,55;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;130507;Água com óleo proveniente dos separadores óleo/água;3.000,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2018;130701;Fuelóleo e óleo diesel;2.400,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2018;130507;Água com óleo proveniente dos separadores óleo/água;2.000,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2018;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;295,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2019;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;299,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2019;130701;Fuelóleo e óleo diesel;2.100,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2019;130507;Água com óleo proveniente dos separadores óleo/água;3.200,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2020;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;472,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;130507;Água com óleo proveniente dos separadores óleo/água;2.500,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;53,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;130701;Fuelóleo e óleo diesel;3.300,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2021;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;593,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2021;130701;Fuelóleo e óleo diesel;3.100,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2021;130507;Água com óleo proveniente dos separadores óleo/água;2.300,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2021;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;26,30;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2022;130701;Fuelóleo e óleo diesel;2.750,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2022;130507;Água com óleo proveniente dos separadores óleo/água;2.500,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2022;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;86,60;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2022;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;409,00;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2023;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;867,60;kilogramas;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2023;130701;Fuelóleo e óleo diesel;1.480,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2023;130507;Água com óleo proveniente dos separadores óleo/água;1.000,00;Litro;Perigoso;Ativa
13.444.591/0001-38;BAHIA MARINA S/A;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;3;Marinas, portos e aeroportos;2023;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;452,00;kilogramas;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;191205;Vidro;2,95;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;200139;Plásticos;9,87;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;130507;Água com óleo proveniente dos separadores óleo/água;320,00;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;130507;Água com óleo proveniente dos separadores óleo/água;321,87;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;200139;Plásticos;9,45;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;191205;Vidro;3,05;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;130507;Água com óleo proveniente dos separadores óleo/água;324,56;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;200139;Plásticos;9,76;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;130507;Água com óleo proveniente dos separadores óleo/água;340,25;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;191205;Vidro;3,20;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;200139;Plásticos;10,01;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;191201;Papel e cartão;12,00;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;130507;Água com óleo proveniente dos separadores óleo/água;350,00;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;200139;Plásticos;10,00;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;191205;Vidro;4,50;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;130507;Água com óleo proveniente dos separadores óleo/água;341,84;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;200139;Plásticos;10,98;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;191205;Vidro;3,14;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;130507;Água com óleo proveniente dos separadores óleo/água;352,10;Litro;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;191205;Vidro;3,85;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;200139;Plásticos;11,02;kilogramas;Não Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;130501;Resíduos sólidos provenientes de desarenadores e de separadores óleo/ água;9,00;kilogramas;Perigoso;Ativa
13.479.764/0002-34;J S FREITAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;200101;Papel e cartão;8,00;kilogramas;Não Perigoso;Ativa
